query_idx,text_hash,true_label,pred_label,confidence,latency_ms,source,tokens
30,3131e7dfb745ac264427889cfee10c62b97bd0101d587c949ce982125f751658,stop,pausa,0.75,0.0,deepseek_cache,275
31,a565487dabf5a9ba6e613a95d40d37c685f9ac8fdcc8a7139889c48b60de140d,pausa,play,0.85,0.0,deepseek_api,150
32,c15913ce8a802b3406d4eb4763b133d9684ef0d19a4d56e5b3b27dc0faf444c7,pausa,pausa,0.7,0.0,deepseek_api,150
33,e7a4f2c15811f16915c53d482f1d1e6902fd92ee8ef1c774372e50befc1878d6,pausa,pausa,0.7,0.0,deepseek_cache,271
34,6c2023480837ffd793e7b841b4451b6b38fbbd3a9873f8b62f999d79d2362a41,pausa,play,0.85,0.0,deepseek_api,150
35,7de056f55aa90f96d9a51ee0b3c39db2f90c8cfb99bf04524747d4c94b05ff39,pausa,stop,0.95,0.0,deepseek_cache,235
36,32e6fa454a1be9970f3a7f2df6bba2477f2495d4451b9444602c512dce1bc9f6,pausa,pausa,0.75,0.0,deepseek_cache,284
37,e45fc8cccc7b95c6c876df197bfd5440432a074f5691bda96363b1ec60cc8a25,pausa,pausa,0.7,0.0,deepseek_api,150
38,a6680ed767e8fd7ada2b32e0c4361670db8cba8ec310d5b83894b3ddab31b9cb,pausa,pausa,0.7,0.0,deepseek_api,150
39,3286477e8f580de80a75b932e23b9931e59241383e86089aece419084bf14b24,pausa,pausa,0.75,0.0,deepseek_api,150
40,6479fb18f4ecf55b868e67f0752364638e47b61554098974226069553d44fc81,stop,stop,0.95,0.0,deepseek_cache,288
41,322fbff8724456303e801f832161b4793dcf291e011ec446a4de11a7c9e4c779,pausa,pausa,0.85,0.0,deepseek_cache,290
42,a22790f4efac31e79a68854bff313f399bca47785d7a7e24f5138d4d620e359f,pausa,pausa,0.85,0.0,deepseek_cache,307
43,844e1acb997f78be2d5cc3d7ce068cf3e86d72f0eca84a3539aa7801ede6fe9d,pausa,stop,0.95,0.0,deepseek_cache,262
44,b1219e55f926e20969cf1e8ecddd80dbfe9328f5c51fa2b45b78446e787c139f,pausa,pausa,0.85,0.0,deepseek_cache,275
45,a7d6a8ae8dd32e8e376f453daef9820ee61a607327ed71a9c7e03077a87f6b5a,stop,stop,0.95,0.0,deepseek_cache,421
46,e840fb9305c81b50a3860d58d32c8da9c9beae5a0301f850e715a757a2156e6d,pausa,stop,0.95,0.0,deepseek_api,150
47,616a1b3b78474819bc0d9513585731aa895242356ed4686e0c668df757219439,pausa,play,0.85,0.0,deepseek_api,150
48,ac5462f18506148837cf43c3ce39e9b85853666e7342b2ae02615afc7dcd84a8,play,pausa,0.7,0.0,deepseek_cache,242
49,3ddb06e187d479e306f0871690bac62618c889a0523045296b07a4305b1b9d00,pausa,stop,0.95,0.0,deepseek_api,150
50,5859d6f4e010dfa1150fdad18443c920c662574a6df62165e5c37c39bac3a4e8,pausa,stop,0.85,0.0,deepseek_cache,268
51,5bbb5f3b3bdefd79e8ef37041ae97309b6e9c5ef33278b3bb3b867d1caf1b9bb,pausa,play,0.85,0.0,deepseek_api,150
52,937cac14895ce6f945ffa7939c8d8845360060cc3648348e96a3a66b7a518cf2,pausa,stop,0.95,0.0,deepseek_api,150
53,96e716d42f2d18184bba74dbed10bc6d22d08cf626a5018934992709900eb10a,pausa,play,0.9,0.0,deepseek_cache,252
54,8ae708ddd73f307c16169ac1782e604c248a988d6ae82f6761757eb5548386ef,stop,stop,0.85,0.0,deepseek_cache,284
55,c53049828e5bd02770affb434d8eff15d4a4791e4a24488e6548ea2bf4adf687,pausa,pausa,0.85,0.0,deepseek_cache,288
56,4f034c9cc8246756d5f94bd65e7901447c5824a64478fc40ccf74aadac7cfc33,pausa,play,0.9,0.0,deepseek_api,150
57,2e75a114bceecd943769b5b3145dcdbd9ddc34ba89e7ca13ba27fad0b934bf9d,pausa,play,0.9,0.0,deepseek_api,150
58,4827f7a503ac54179476105353e0042e3c51f6728397865050f12a7f7dc993bf,pausa,play,0.95,0.0,deepseek_cache,285
59,272acb087c6de276b2d765a507a8750ad47140a8f5a0cdc99c111182a354bd6c,pausa,stop,0.85,0.0,deepseek_api,150
60,e18f34becf4f8a98618fdf5fb01831800901981c4012d93da20e7214acafb798,pausa,play,0.85,0.0,deepseek_api,150
61,fd6bb9676aa960f06b807db09e3b5b3fed31e361134ecea368bb8126a94a8e7d,pausa,pausa,0.7,0.0,deepseek_api,150
62,7e7a17fe1640db6ade2c39bb59ecd83c19513d031fe38279d0ed5d64c5d21369,pausa,play,0.85,0.0,deepseek_api,150
63,262472dd90c85e4deb9b2029575d55ddf819f437043f0e9dc31689b976b23e28,pausa,play,0.85,0.0,deepseek_cache,318
64,01ecd6177ee73e60656938e0f0499fe3330db9f03721e26eefa6daf8bbe13590,pausa,pausa,0.85,0.0,deepseek_cache,308
65,b629717ee2c78efe81047f5ea63e37b0f72c4f675577af2fbdbbd69695596aa9,pausa,pausa,0.85,0.0,deepseek_cache,245
66,c957bf52c7a94994b41a46294c65f06833220772484affcd7c39c045ff2e0d14,pausa,pausa,0.75,0.0,deepseek_api,150
67,6c7f8c49f60ba561068c9d59a29b395337b6e54ecb3bee5083b7914094c3a5cb,pausa,pausa,0.75,0.0,deepseek_api,150
68,0b53d6658c83a53c84951c3ff3c6cea06330a91ca6c57f90aa8861c8695943ed,stop,pausa,0.85,0.0,deepseek_cache,263
69,b26b8177d055d7ced041b1302c2949c01ae7c13381568218b770ea8fc188340b,pausa,pausa,0.85,0.0,deepseek_cache,334
70,97655fcbe6b3fe60680050d0446feb56fb33892c9a9afe20cc6f943a7d300fd2,pausa,pausa,0.7,0.0,deepseek_api,150
71,39a29dc81b4975da444783ac60299f2351a014bdaea87ed64965e796ec0c38fc,pausa,stop,0.95,0.0,deepseek_api,150
72,cdf8895e0a675a95636bce500d14604bfbf5e911bc22173bc40626c2f0fd2b58,play,pausa,0.7,0.0,deepseek_cache,267
73,49aaaaa339be47bd78422b99f218fc0483d35e06d757b4f5a220f5b606dffc17,pausa,pausa,0.85,0.0,deepseek_cache,236
74,86d613d07a9c70b52e6fa910c10d890a9032cbc39f7203d194d1bf634c3e3a24,stop,stop,0.95,0.0,deepseek_cache,232
75,7ff06f43bcb2b2b1d4086364e4dd8721a010276af13a471d5254dd9783b34e2a,pausa,play,0.85,0.0,deepseek_api,150
76,46d2787e16d9dcec0163edfc1a78c9d61df6a20402cf7e9686d5c3b0077a76fc,pausa,play,0.85,0.0,deepseek_api,150
77,1225cafdf86e0b337c0935ab1907ce1f91d502b5f13583ec6cd663c45162990b,pausa,stop,0.95,0.0,deepseek_api,150
78,3c5d8a2cd4703870cfc24a9696030c3ffcb76408bb376876c853826bccd70aaa,pausa,stop,0.95,0.0,deepseek_api,150
79,40c1cce09cf60873e27dfd774ce5892f8a7ba8d8d80aa0d912a82cece5d7d38c,pausa,pausa,0.75,0.0,deepseek_api,150
80,627ca699ecd62b4a09c75dafca846eba19509b116957710a69583e483bc3780c,play,play,0.7,0.0,deepseek_cache,211
81,38d12e296a24b749c33d9544d253fa8e79d98f101dc35cbd62da03612bd31c38,play,play,0.85,0.0,deepseek_cache,232
82,cb51982b2ce2acc1fdea8bae05c71dc58cbd6c63452f00098474b4d34b11be67,pausa,pausa,0.75,0.0,deepseek_api,150
83,f5faa99ec298100abfc834d79689776b7a3267c4f929c8b1fdc6da5148f71a5a,pausa,pausa,0.7,0.0,deepseek_api,150
84,99b81a6b2df817378edf18209326bdb02a5965e27f0aae12b4f1ce80e5ab9ae1,pausa,play,0.85,0.0,deepseek_api,150
85,7386e6e9e23bd952ad8ffa1ae0ed68b0b9ae3d93ba1682bc52c6d8a3a050dcfc,pausa,pausa,0.75,0.0,deepseek_cache,327
86,f6b84a49d033d3bfa9508f9be589d52ac77005138633aea036b13a16ca9c9419,pausa,pausa,0.7,0.0,deepseek_api,150
87,a52e2d75e4cf740f6788c75d7572200271f0f7dabf041cb752aedfb145414089,pausa,pausa,0.65,0.0,deepseek_api,150
88,3ca30e82bf8327bae125ac378dadfeaae67c7f42b3e431f47b95a2d948af045e,pausa,play,0.85,0.0,deepseek_cache,315
89,4ccb500ba4e2358a71c3e90e9a53255b429e6eee38fc5448afffcad25ace0596,pausa,pausa,0.95,0.0,deepseek_cache,244
90,d302bd17de4f7a695a87c21551c6331d5a3fa8ff8c63aa52ab5b089923d7e30b,pausa,play,0.9,0.0,deepseek_api,150
91,1990ca693119faca84520cd0b206e9bc2d6d114237a848ddacbab6d789e99960,pausa,stop,0.95,0.0,deepseek_api,150
92,7796aa1fc314ead35110feed7d70de944725df2dad87cafd3efb055cbde707c0,pausa,pausa,0.75,0.0,deepseek_cache,284
93,d002463a8be47bd70ddabdb485a2c022f633e40a70739def8143af42830dd8e1,pausa,pausa,0.65,0.0,deepseek_api,150
94,9f7cc071df506aeeae61bdb2992b93e5d713004926220f1c372b9bfe9d875bcf,pausa,stop,1.0,0.0,deepseek_api,150
95,5142721eb544fc10c99ec0ec22015a194c9bf5bed81eef7f7406736f0406383a,pausa,play,0.85,0.0,deepseek_api,150
96,cccfd6956cb178ea9e30d89f430c5fe09829e9d99b32679d843963e95a890694,stop,stop,0.95,0.0,deepseek_cache,248
97,ffc199f69dbe0c19a5f00c8d8f8200a395760168ac2e8fbc99947929e80567f8,stop,play,0.85,0.0,deepseek_cache,258
98,a15968f264a0a5a5823e5aadba00e37cec7b4706774e718e19c66e496104a3e0,pausa,stop,0.9,0.0,deepseek_api,150
99,424a5434267c76eec85fa294183a61aaba69ed6e1f50f134a26db117083466ae,pausa,pausa,0.85,0.0,deepseek_cache,261
100,8b3ca72ec21a09322ffdc1d6578994edb8748e0b86f0b8cb845fcf4d77a4faf3,pausa,play,0.95,0.0,deepseek_api,150
101,606ff878553e608a6f821f8157121b3e54130dc91433d72cf20bf22121ce3cf9,pausa,pausa,0.75,0.0,deepseek_cache,273
102,a65ba2f69cbf36ec623f09cdee5bbb045f67d4dab1ef656c3db36b8e571e8481,play,pausa,0.85,0.0,deepseek_cache,230
103,6bee8ab2b30d7982ca3b263e1edc31f3da5ae7aee1ebccf940d823c605ba5eff,pausa,pausa,0.85,0.0,deepseek_cache,323
104,7da04aeb5a244fc1aa830b6c75753cb3ac623255051a293a33124ad9a84bf3d7,pausa,stop,0.85,0.0,deepseek_api,150
105,be2800396329f45330e450079b9f45a364e0ef4bd5f839dbd674be4e013456ce,play,pausa,0.85,0.0,deepseek_cache,350
106,70d5f6e2b5a125d696c76d001effaeb47a7542176633854823a7bd60c7ef7648,play,stop,0.85,0.0,deepseek_cache,314
107,97802e31db5b9870d66c4a859e3be949d075e11578b6b1e67c0ca2968f1230dc,pausa,pausa,0.75,0.0,deepseek_api,150
108,0921d9615ddf476c65baf00b36b5f08f7e3338ce48884fdd2df88eb9186c2dec,pausa,pausa,0.7,0.0,deepseek_api,150
109,d7c0bde7bd2d5027c392d0ae1ce53a9e40b7c111d07f3477d4940c9365048f52,pausa,stop,0.85,0.0,deepseek_api,150
110,b0565092ce936a2bba23e1dfc0a6ea0e18134417beb47610795a93da6767b2a7,pausa,pausa,0.75,0.0,deepseek_api,150
111,a70e1fba59e0b67c8a5379fe0ac795ecd8d6259281143d0832f812a2dbb9181f,stop,pausa,0.85,0.0,deepseek_cache,322
112,e2e69148f4d375ce840b9fac3976fa3f7bb05601f33e9a70cd79b40cfaac9915,pausa,pausa,0.7,0.0,deepseek_api,150
113,4316542bd62faf96c9ddc2570dcaa47aea78ef76afb99f56e6531818e9ca6aa2,stop,stop,0.95,0.0,deepseek_cache,333
114,257d58c855532aca2ac019b25c2cb7f3fc001aa2892caadbbf5586dcee02c4ea,pausa,pausa,0.75,0.0,deepseek_api,150
115,94dfa339be0b8c69bd55cd2d9e34b4c394fd6b88e583a7ebb29dca5160a298ba,pausa,pausa,0.85,0.0,deepseek_cache,262
116,5b385dbd4face4399e31322df5641e7e62a4b12795fdea1b163eb44e2129ca7d,pausa,stop,0.85,0.0,deepseek_cache,245
117,a7172dbe97ae9fca83c490d043bde1ebe789d5f3f5f2867e1d9090dbe32bcc83,pausa,pausa,0.7,0.0,deepseek_api,150
118,83de58e4b79fa9d6807e9afc2ddcd5c9e1bc6fd2695a122a8a3040041e92b06a,pausa,stop,0.95,0.0,deepseek_api,150
119,e126e26c714bfaf7663096006dcb8e513dfaa39806c468464af77cd431db7c3f,pausa,pausa,0.75,0.0,deepseek_api,150
120,2dc84e02ae71cac1a327a65fcecb414016b3ffd03e3c419c2d664aef608cd81c,pausa,play,0.85,0.0,deepseek_api,150
121,92f773c386ee72241452256bf463fc1abbbb207514bfdae8e3fe0cbc5a3de900,pausa,stop,0.85,0.0,deepseek_cache,246
122,1f0f4db9013f1eb6829aecba28dccba467e0057cf06dc8326dd29cd80af6b266,play,pausa,0.75,0.0,deepseek_cache,274
123,c2e817d6f3c970b051b58b5747247166e5be85c66d0a145c6547e2006755ed97,pausa,pausa,0.7,0.0,deepseek_api,150
124,aab65ec304751fdaf81faf289716c5b6fb98a600af8a97ad6b087a47a9b83a13,pausa,stop,0.85,0.0,deepseek_cache,294
125,5e27ea3824b4919896f5798742f07466b32826be9f153a960d43d00d0d7437c2,pausa,play,0.85,0.0,deepseek_api,150
126,16f2160e72c9ebb3e8b89072fd90185e8a9aa06bdaa0e97073d3ff2b493bf0ec,pausa,pausa,0.6,0.0,deepseek_api,150
127,b2d957f5eb92fb0773403a0efb4394b19269d8b1d0e79abbb7bcc0e335a2923c,pausa,pausa,0.7,0.0,deepseek_api,150
128,9cc5035ad60603f6c3f30e49c7864410b78fb6bac15f0446d98554841950f20c,pausa,pausa,0.75,0.0,deepseek_api,150
129,1f464cfedc6c0995dc47aab142139a846c9c4d3424199cc208ff91cbae53e119,pausa,stop,0.95,0.0,deepseek_api,150
130,c1eb414f80c0371279b4da313a77cfd1eb400f9c7ca30d0a7db8ae1d49abea6b,pausa,play,0.85,0.0,deepseek_api,150
131,3803e33027fbae562673bc69c1d54199a15d569afc0fd78f2259551329eb5c89,pausa,play,0.85,0.0,deepseek_api,150
132,4078eabccb8d2b09ebd92730aea2de548c5f29369d981360a5e9e0cae3e916e2,pausa,play,0.7,0.0,deepseek_api,150
133,78be80d67f15765d18ea2070d4d24cf6c169bf7b9600962c9a3cb1f091e7d35e,pausa,pausa,0.75,0.0,deepseek_api,150
134,c4f8002b58a4a62b85a51cf813f762efaa240aa9d4acb476766804b29205909c,pausa,pausa,0.85,0.0,deepseek_cache,263
135,cf9f33f2901653672cdbdfd1d324332108a56ed4ed394f5b33ec9a113cd39e4a,pausa,pausa,0.7,0.0,deepseek_api,150
136,fc86a1b64068397448a81139f4b4954a724a2628531168932b4437f3a94dcc0b,pausa,pausa,0.7,0.0,deepseek_api,150
137,f09b4758af99925fba656e45185d3716cacb6742a4796107612836fda0332a0b,pausa,play,0.85,0.0,deepseek_api,150
138,94e53428e5da95696b0e513e88383c0bb528416a1674c2e5982d249a6373b148,pausa,pausa,0.75,0.0,deepseek_api,150
139,8befe2ebeaa8ef6ea89e140bc97bd3740f239fa4938ffb0e8cd57c0df204d639,pausa,pausa,0.65,0.0,deepseek_api,150
140,d661ea2c83d44d137f448421cb0a7e8403a7b0fc714f8f9c115b897b57123bf6,pausa,play,0.95,0.0,deepseek_cache,243
141,e0eb90c6938cc0213974812ab91a55871687ede0d62630da977e35a024ff4a84,pausa,play,0.85,0.0,deepseek_api,150
142,4b3e5959f588e29dc6a49bdae1d2462b1a257db837e835ce9a3854f076b509b2,pausa,play,0.9,0.0,deepseek_api,150
143,83dfc7b796f35e9f5c58c7fab8d126b656aea18eec6cb5a49e1fd42f70c8cd7b,pausa,stop,0.95,0.0,deepseek_api,150
144,4d61f383ee670a1b548759395ebde435c851d4683f2cb9451f23d96b758b7d47,pausa,pausa,0.75,0.0,deepseek_api,150
145,c55f661ede9428b6aaf28e214362c7f181576a4bed26057fdafa9ac058c116fa,pausa,play,0.85,0.0,deepseek_api,150
146,790d2fc54f352590b0233038db0cd18ed4376b415ee12e2d0e88be477abd4ce6,pausa,play,0.85,0.0,deepseek_cache,296
147,0d5d9daaaa2c9e6fe697fef7990fac2bd22c073f2df820b348380589550df033,pausa,pausa,0.75,0.0,deepseek_cache,286
148,3c4e8450147df5f1fddc0d5af0b04e38e041f0517f851e759da177f6d48276c3,pausa,pausa,0.7,0.0,deepseek_api,150
149,c75e4e29b1ac053fce58bb8d8c06a0ec422b4387901cae92f6abf642792ae228,pausa,stop,0.95,0.0,deepseek_api,150
150,bf23019e3f0f0389498472c1b560d71c732de4bd034b54affa61745490c59540,play,pausa,0.85,0.0,deepseek_cache,285
151,20768a24094fea993dca6801e66f07294023eeb30a7a5829f69be5177c1c2930,pausa,pausa,0.75,0.0,deepseek_api,150
152,43bc9e7111b85663bb7d0d52dfbff497b1d2cb67366e39974980406a8689fade,pausa,play,0.85,0.0,deepseek_api,150
153,078a25e5184a253f3c12eb35f0bfd6686483cf48bc0d52bfa52cf76c0e8ebfa2,pausa,play,0.85,0.0,deepseek_api,150
154,a8864f87f512dc4256f20efd6ce9f91dbf083ec3032c8a5f0e5da33b60b7dd81,play,pausa,0.75,0.0,deepseek_cache,291
155,df91360fe4199fab490893652b27d79889b1059840985512014877f0047cad60,pausa,pausa,0.7,0.0,deepseek_api,150
156,a1ba00ed858e4d9f8e8ba2bee484bd065794c38a694ff99e9e5ac42ba1bb89ba,pausa,pausa,0.7,0.0,deepseek_cache,308
157,bff1b2cb06bd9a5d2a2aaccb0a8d80f286ead842c0fc8a600d9a2c1fb4515509,pausa,play,0.85,0.0,deepseek_cache,270
158,c7c6867d1bd1295fbec5aed1325ca155487dd865f9b9c109892be8d38d3e901a,pausa,play,0.85,0.0,deepseek_api,150
159,2fa31ca7fb4abb0c94a521eace7a87775d46c4d008ea453b1ae2a3cad6facef6,stop,stop,0.95,0.0,deepseek_cache,248
160,8964f187b2713616966c1f37532dadf07389ab5e07de6e1567afa554b5e96cec,stop,stop,0.85,0.02,deepseek_cache,279
161,af5351f6169d7313470537750bb49c9a571dfaf8d92f59dab5d02057bca389d6,pausa,pausa,0.7,0.0,deepseek_api,150
162,8e2aac88c2bf2c9268af13319e6532998c9610b08cc5d2b911d1a34c10d73ad6,pausa,pausa,0.75,0.0,deepseek_api,150
163,5c7f8840cd640516902647cd74d35380e2d139f6447c5ca84c2d331f4d74c0b2,pausa,stop,0.95,0.0,deepseek_api,150
164,f2db3eb5077966ab9c32185a3cfe901da90f3c93c668731033ad1d9cce5aaab7,pausa,stop,0.95,0.0,deepseek_api,150
165,eaac27faa5dc9a64612c86569ed7fa7bf1d9e9cba474fafe39cd88d93c36bbbc,pausa,pausa,0.85,0.0,deepseek_cache,335
166,2189040f771a50d85e4b8b8185ef5211a64d452db8ae66dab59f3cb42156c5c5,stop,pausa,0.85,0.0,deepseek_cache,263
167,312bfbfe1acc6b2c3ff39cb55adc03a69090d76adf0e1599d7327f44df15588c,pausa,pausa,0.7,0.0,deepseek_api,150
168,f780bd02a2874ac5384ed1137dae5f528c6877fd5672e83c3340277d4fcd442b,pausa,pausa,0.7,0.0,deepseek_api,150
169,e98a772a1e0df357911c12d41b3d9e6f19e6369219ba67d44ad0e274ae082358,pausa,play,0.85,0.0,deepseek_api,150
170,fb68b66c15d7eb6e34cd4a8175ca357dc738990ee62ac7f77c848d5ee8d07f1e,pausa,play,0.85,0.0,deepseek_cache,228
171,95100536e9cc3399a2f22fa1a1c5e18a69ba139f870fbe3de7ced1f01ec718fd,pausa,stop,0.85,0.0,deepseek_cache,323
172,11ef8f3300ff8768163a9d38f8f02d9317296c0e79564da834a6a55926d9a857,pausa,pausa,0.95,0.0,deepseek_cache,259
173,6f077b5176e8dabc622a4c6a7d24588b8f89556d70b4a046c95f65052dd20815,pausa,play,0.85,0.0,deepseek_cache,268
174,0882e3d4dc3a214640501eec7159a8cc5b55c48aac4f11d80aa0900707daacd8,pausa,pausa,0.75,0.0,deepseek_api,150
175,1af8cedd0b4c7e282755e2bda9702387c802c40a9e709361817bcbed1fb88e30,pausa,pausa,0.85,0.0,deepseek_api,150
176,ab1d026695d075009da5d80f893df53ed1350b3357157da5bbd9767a5d9c1f70,pausa,pausa,0.85,0.0,deepseek_cache,333
177,24be95bbad0c65ef58a4fee89696cc629e0feb1302cda210938ed94ba1ea2c62,pausa,stop,0.85,0.0,deepseek_api,150
178,79fe8fed852b1c27af8e0efc3e5f8938e81780684d07669a917193f252688733,pausa,pausa,0.85,0.0,deepseek_cache,297
179,30f2f38e693f571970ca7eec8c85d902ddffd655cf98d57673f3173a0ab1c604,play,stop,0.85,0.0,deepseek_cache,240
180,054a02c0458463c056eae1a13c6afed93ebdf275acd2f9341b33b4cb1678637a,pausa,pausa,0.85,0.0,deepseek_cache,269
181,7ea7e774e68d31b9aa24f5ef3f538bf4ef72dd01a5612662df55605bd50e0fb4,pausa,pausa,0.7,0.0,deepseek_api,150
182,7d2457318732ecac6a1e3bfce38f1ab2d11d495f381176874a73ee2a3390aa1d,pausa,pausa,0.85,0.0,deepseek_cache,273
183,41fe57eedde9120aa6a906e899c6e7aef9c55cbfda7000aaa48b0f041c629323,pausa,play,0.85,0.0,deepseek_api,150
184,76849d9c9767d1941f66a158f8f92e0d4a0db8ddbfc077a340ebfa6f813b7285,pausa,pausa,0.85,0.0,deepseek_cache,377
185,9968a6914f1ac3f7bd3bd86a3e22037806fa24e771224d0c68a2a68a4485e333,pausa,pausa,0.7,0.0,deepseek_api,150
186,9b7531747f2c67fbcc42c2558a2ebb37d25caa210b32e831b4f76e9f479619bc,pausa,pausa,0.75,0.0,deepseek_api,150
187,8700e20ad910014504582e0b3b5a6849d0168a2460723b274b962ea9da84eb51,pausa,pausa,0.7,0.0,deepseek_api,150
188,a688f5425c26a6fb4e7ba1a5e2c7883626070f0ffb2467f46386957a3221ac6e,pausa,pausa,0.75,0.0,deepseek_api,150
189,2eed7068a10aad6f74b05cf3756cfaf4e15176358853d177acdcf40b1094af08,pausa,stop,0.95,0.0,deepseek_api,150
190,9012cc4085bbe5c5cb4e7dd5688878dc303be06e233dfaece8235b7af022b90b,pausa,stop,0.95,0.0,deepseek_api,150
191,ebca99b4e45a0ec70fb730bacafcd10031e6517b9b89ff021bb4b7a9cb19766a,pausa,play,0.85,0.0,deepseek_api,150
192,76d0e4b44fbd50287c58f93991cf22c8bf75ffacc641c4917e488eb6ac6dfabd,stop,stop,0.95,0.0,deepseek_cache,261
193,fb3a020fc6d534aabdeee9bef42129e9355eeee66f2ab3a180749cc58701807b,pausa,pausa,0.85,0.0,deepseek_cache,271
194,b601d8fb65cb053920c3e134f3de149011a59f15a966f639435603c8343f378e,pausa,play,0.85,0.0,deepseek_api,150
195,c6a735cb809dcd4a6462dada289ed44ea04fd984e9df1c81e2bd5e812ea66e7b,pausa,stop,0.95,0.0,deepseek_api,150
196,abb1771a66f85cc3ff7e68deef6abf96b0f6427f5e1569aee4893103af8c3982,pausa,stop,0.95,0.0,deepseek_api,150
197,b2c5114ea9bc86274267f1a83162701b9b40041ec12d1de78a6102ffee1e4385,pausa,pausa,0.75,0.0,deepseek_api,150
198,178909a6e146ce938cc961b05c4f3c086d0bcb06a4f623f50055a63612e033ed,pausa,pausa,0.75,0.0,deepseek_api,150
199,1492a1c6d9ebbb5a8bb95fbddcf09058742d99b815fb45a029b53f94e71da7f1,pausa,pausa,0.75,0.0,deepseek_api,150
200,34bf9c326c08790688d89b36b496c52e9339e2bf82e06f94bca42edb9f37ae6c,pausa,stop,0.95,0.0,deepseek_api,150
